CountryTerritoryArea,BCIs per million population,Absolute BCIs,BCIs with AST per million population,Absolute BCIs with AST,% BCIs with AST,Year,Infectious Syndrome,Bacterial Pathogen,Antibiotic Group,code,region,income,che_gdp,gghed_gdp,gghed_gge
Sweden,27.6,284,22.9,235,82.7,2019,Gastrointestinal,Shigella spp.,3GCs,SWE,EUR,High,10.83,9.22,18.77
Switzerland,15.2,130,11.1,95,73.1,2019,Gastrointestinal,Shigella spp.,3GCs,CHE,EUR,High,11.063636779999998,3.72409916,11.19768238
Thailand,0.2,12,0.0,1,8.3,2019,Gastrointestinal,Shigella spp.,3GCs,THA,SEAR,Upper-middle,3.7891187700000004,2.71524906,12.507557870000001
Uganda,0.2,10,0.2,8,80.0,2019,Gastrointestinal,Shigella spp.,3GCs,UGA,AFR,Low,3.79834843,0.5741867399999999,3.1388299500000008
United Arab Emirates,11.0,103,8.3,78,75.7,2019,Gastrointestinal,Shigella spp.,3GCs,ARE,EMR,High,4.386189459999999,2.2531426000000003,7.9199399900000005
United States of America,1.1,372,1.1,372,100.0,2019,Gastrointestinal,Shigella spp.,3GCs,USA,AMR,High,16.66580582,8.63399315,22.45334816
"occupied Palestinian territory, including east Jerusalem",1.4,7,1.4,7,100.0,2019,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Australia,221.7,5649,221.7,5649,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,AUS,WPR,High,10.21965981,7.535856720000001,17.10577965
Bahrain,47.8,71,47.8,71,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,BHR,EMR,High,3.9598033399999997,2.30751538,7.06051159
Brazil,1.0,199,1.0,199,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,BRA,AMR,Upper-middle,9.61449146,3.917018889999999,9.235238079999998
Canada,506.3,19128,69.3,2619,13.7,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,CAN,AMR,High,11.00887775,7.6523394599999985,18.852935789999997
Finland,22.5,124,22.3,123,99.2,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,FIN,EUR,High,9.17,7.35,13.79
India,0.0,26,0.0,26,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,IND,SEAR,Lower-middle,2.95,1.04,3.85
Iraq,0.0,1,0.0,1,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,IRQ,EMR,Upper-middle,4.255094049999999,2.10075927,5.994596
Japan,8.1,1023,8.1,1023,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,JPN,WPR,High,10.97,9.21,24.7
Lao People's Democratic Republic,8.6,62,0.0,0,0.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,LAO,WPR,Lower-middle,2.6031222300000003,0.9614232800000002,5.12380648
Madagascar,2.7,77,2.5,71,92.2,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MDG,AFR,Low,3.1012930900000004,0.6826895500000001,4.44415092
Malawi,6.6,126,6.6,126,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MWI,AFR,Low,7.15010023,1.67412877,8.66773891
Malaysia,5.0,168,4.1,138,82.1,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MYS,WPR,Upper-middle,3.83991051,2.00959897,8.523682590000002
Malta,15.9,8,15.9,8,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,MLT,EUR,High,9.15,5.72,15.91
Nepal,0.3,8,0.2,6,75.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,NPL,SEAR,Lower-middle,4.45,1.1,4.03
Norway,60.8,325,60.8,325,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,NOR,EUR,High,10.44,8.95,17.52
Oman,11.8,54,10.5,48,88.9,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,OMN,EMR,High,3.80648994,3.3325254899999996,8.593752859999999
Pakistan,0.1,12,0.1,12,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,PAK,EMR,Lower-middle,2.8473694299999996,0.9430124800000002,4.94922209
Peru,3.5,115,3.5,115,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,PER,AMR,Upper-middle,5.17916393,3.25723219,15.401438709999997
Philippines,1.3,140,0.7,83,59.3,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,PHL,WPR,Lower-middle,4.17,1.69,7.8
Saudi Arabia,3.2,99,3.2,99,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,SAU,EMR,High,5.467426779999999,4.03419256,11.97922897
Singapore,63.3,359,63.3,359,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,SGP,WPR,High,4.39938164,2.2749128300000003,16.248302459999998
South Africa,3.8,227,3.8,227,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,ZAF,AFR,Upper-middle,8.244189259999999,4.80993271,15.28983974
Switzerland,18.0,154,18.0,154,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,CHE,EUR,High,11.063636779999998,3.72409916,11.19768238
Thailand,1.1,79,0.3,22,27.8,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,THA,SEAR,Upper-middle,3.7891187700000004,2.71524906,12.507557870000001
Uganda,7.7,329,7.6,328,99.7,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,UGA,AFR,Low,3.79834843,0.5741867399999999,3.1388299500000008
United Arab Emirates,19.2,180,11.8,111,61.7,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,ARE,EMR,High,4.386189459999999,2.2531426000000003,7.9199399900000005
United States of America,16.2,5480,16.2,5480,100.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,USA,AMR,High,16.66580582,8.63399315,22.45334816
Yemen,0.1,5,0.1,3,60.0,2019,Gonorrhoea,Neisseria gonorrhoeae,3GCs,YEM,EMR,Low,,,
Afghanistan,0.7,27,0.3,13,48.1,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,AFG,EMR,Low,21.82794952,0.72091633,4.0514898299999995
Argentina,719.8,32617,707.2,32047,98.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,ARG,AMR,Upper-middle,9.708806990000001,6.1366396,16.220844269999997
Australia,4412.2,114526,2642.7,68595,59.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,AUS,WPR,High,10.543639180000003,8.01731968,19.3241291
Bahrain,1975.7,2967,1963.7,2949,99.4,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,BHR,EMR,High,4.268340589999999,2.813930750000001,8.685101509999999
Bangladesh,1.2,209,1.2,196,93.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,BGD,SEAR,Lower-middle,2.36492991,0.39927667,3.07911539
Brazil,10.0,2090,9.7,2039,97.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,BRA,AMR,Upper-middle,9.89072323,4.504478929999999,10.94026566
Burkina Faso,34.5,759,14.0,308,40.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,BFA,AFR,Low,6.376911640000001,2.7304272700000003,9.83841515
Cameroon,14.3,384,2.6,71,18.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,CMR,AFR,Lower-middle,3.82407379,0.48458477999999994,2.86053681
Colombia,2469.0,126386,2267.9,116088,91.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,COL,AMR,Upper-middle,9.017724040000001,6.54606009,19.00617027
Egypt,0.6,70,0.4,42,60.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,EGY,EMR,Lower-middle,4.60955143,1.7367969799999998,6.799449439999999
Ethiopia,4.7,573,1.9,229,40.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,ETH,AFR,Low,3.20824432,0.97918016,7.096745009999998
Finland,22203.3,123030,12936.3,71681,58.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,FIN,EUR,High,10.25,8.41,15.07
Germany,6148.4,514603,6133.1,513325,99.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,DEU,EUR,High,12.934129709999999,10.22433567,19.948818210000002
India,35.5,50205,30.9,43699,87.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,IND,SEAR,Lower-middle,3.28,1.12,3.69
Indonesia,9.0,2483,5.4,1497,60.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,IDN,SEAR,Lower-middle,3.706362489999999,2.2020194500000003,12.11291027
Iran (Islamic Republic of),38.0,3361,27.5,2434,72.4,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,IRN,EMR,Lower-middle,5.77013779,3.18725681,26.105491640000004
Iraq,75.5,3254,36.2,1558,47.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,IRQ,EMR,Upper-middle,5.247275830000001,2.5890970200000005,6.98586559
Japan,3277.3,411891,2683.8,337296,81.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,JPN,WPR,High,10.82,9.17,21.45
Jordan,996.2,11024,247.2,2736,24.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,JOR,EMR,Upper-middle,7.28875065,2.5933196499999998,7.90704393
Kenya,3.3,174,2.0,109,62.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,KEN,AFR,Lower-middle,4.54763126,2.21621132,9.28804493
Kuwait,549.2,2395,409.3,1785,74.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,KWT,EMR,High,5.78120756,5.18634224,9.917476650000001
Lao People's Democratic Republic,26.0,194,25.9,193,99.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LAO,WPR,Lower-middle,2.7439200899999996,0.7192458499999999,4.4057536100000005
Latvia,579.7,1093,309.7,584,53.4,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LVA,EUR,High,9.04,6.27,14.19
Lebanon,460.8,2635,245.5,1404,53.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LBN,EMR,Lower-middle,10.06154442,2.90336895,16.701183320000002
Liberia,4.9,26,1.7,9,34.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LBR,AFR,Low,16.6163311,1.08574104,3.65630078
Malawi,7.2,145,3.4,69,47.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MWI,AFR,Low,7.411944869999999,1.36272597,5.756381029999998
Malaysia,343.8,11788,285.1,9773,82.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MYS,WPR,Upper-middle,4.38380671,2.46428084,10.10703659
Mali,9.1,204,3.8,85,41.7,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MLI,AFR,Low,4.473414419999999,1.3121112599999998,4.96152639
Mauritius,1851.3,2369,1851.3,2369,100.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MUS,AFR,Upper-middle,6.3925890899999995,3.14497805,10.2022686
Morocco,30.0,1108,29.9,1105,99.7,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MAR,EMR,Lower-middle,5.7383494399999995,2.2295758699999997,7.18068504
Myanmar,2.4,127,2.2,120,94.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MMR,SEAR,Lower-middle,5.63,1.06,4.39
Nepal,226.3,6671,154.0,4539,68.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,NPL,SEAR,Lower-middle,5.42,1.8,6.49
Norway,246.9,1335,246.9,1335,100.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,NOR,EUR,High,10.08,8.66,17.92
Oman,1296.1,5833,1287.2,5793,99.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,OMN,EMR,High,4.37028217,3.81048203,10.53943253
Pakistan,167.9,40204,148.7,35610,88.6,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,PAK,EMR,Lower-middle,2.9113156800000004,0.84496921,4.57438993
Peru,196.3,6508,179.1,5938,91.2,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,PER,AMR,Upper-middle,6.151731970000001,3.9896729,16.942422869999998
Philippines,34.2,3871,33.1,3746,96.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,PHL,WPR,Lower-middle,5.87,2.31,8.46
Qatar,2246.2,6323,2242.3,6312,99.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,QAT,EMR,High,2.89366841,2.46038246,8.389737129999997
Republic of Korea,152.4,7901,152.4,7901,100.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,KOR,WPR,High,9.331455230000001,5.692255020000001,14.82539463
Republic of Moldova,435.9,1318,145.8,441,33.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,MDA,EUR,Upper-middle,7.75,5.06,14.62
Saudi Arabia,57.0,1787,46.0,1442,80.7,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SAU,EMR,High,5.968369009999999,4.594673160000001,14.40493202
Singapore,1123.6,6232,382.4,2121,34.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SGP,WPR,High,5.565251829999999,3.50580597,20.812007899999998
Somalia,4.1,70,0.2,3,4.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,,,,,,
Sri Lanka,76.3,1733,57.5,1305,75.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,LKA,SEAR,Lower-middle,4.07,1.89,9.49
Sudan,2.7,131,1.1,55,42.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SDN,EMR,Low,2.8363385200000004,0.7671915300000001,7.861412049999998
Sweden,21005.5,218796,20938.6,218099,99.7,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SWE,EUR,High,11.25,9.66,19.55
Syrian Arab Republic,6.8,146,5.2,113,77.4,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,SYR,EMR,Low,,,
Thailand,106.2,7617,83.1,5961,78.3,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,THA,SEAR,Upper-middle,5.1603875200000004,3.6309559300000003,13.46591473
Timor-Leste,48.1,65,45.2,61,93.8,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,TLS,SEAR,Lower-middle,11.43839264,7.256893159999997,6.970731259999999
Tunisia,331.1,3989,291.6,3513,88.1,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,TUN,EMR,Lower-middle,6.972739220000001,4.12733793,12.39702702
Uganda,5.1,232,3.8,175,75.4,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,UGA,AFR,Low,4.671967029999999,1.05270064,4.88157225
United Arab Emirates,3811.8,37314,3686.1,36083,96.7,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,ARE,EMR,High,5.30695152,3.402116779999999,12.8867445
United Kingdom of Great Britain and Northern Ireland,9911.6,670708,885.7,59937,8.9,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,GBR,EUR,High,12.36469936,10.34801674,22.364862440000003
United Republic of Tanzania,17.1,1074,11.3,709,66.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,TZA,AFR,Lower-middle,3.3613648400000002,0.9136287599999999,5.135169979999999
Zambia,36.9,723,10.7,210,29.0,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,ZMB,AFR,Low,6.624164579999999,2.8165416700000003,9.254849429999998
"occupied Palestinian territory, including east Jerusalem",927.0,4807,774.5,4016,83.5,2021,Urinary tract,Escherichia coli,Sulfonamides and trimethoprim,,,,,,
Argentina,13.8,626,13.5,612,97.8,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Australia,5.2,135,5.2,135,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Bahrain,10.4,16,10.4,16,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Bangladesh,0.2,26,0.2,26,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Belgium,8.2,95,8.2,95,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Benin,0.9,12,0.7,9,75.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Bosnia and Herzegovina,0.9,3,0.9,3,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Brazil,0.0,6,0.0,5,83.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Brunei Darussalam,48.3,22,11.0,5,22.7,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Burkina Faso,0.2,4,0.1,2,50.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Cambodia,1.9,33,1.9,33,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Cameroon,0.5,13,0.3,9,69.2,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Canada,17.5,679,17.5,679,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,CAN,AMR,High,11.15471363,7.95449591,19.17858315
"China, Hong Kong SAR",26.7,199,26.5,198,99.5,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Colombia,17.3,893,16.7,863,96.6,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Croatia,0.8,3,0.5,2,66.7,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Cyprus,3.8,5,3.8,5,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Democratic Republic of the Congo,4.0,411,3.9,404,98.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Egypt,0.0,1,0.0,1,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Estonia,5.9,8,5.9,8,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,EST,EUR,High,6.943062779999998,,
Ethiopia,0.1,16,0.1,8,50.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
France,0.8,54,0.8,54,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Georgia,0.5,2,0.5,2,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,GEO,EUR,Upper-middle,7.37,3.11,10.54
Germany,3.2,269,3.0,255,94.8,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,DEU,EUR,High,12.654710770000001,,
Ghana,0.8,27,0.4,14,51.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Greece,0.7,7,0.7,7,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
India,2.4,3484,2.3,3261,93.6,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Indonesia,0.5,149,0.2,69,46.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Iran (Islamic Republic of),0.1,12,0.1,10,83.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Iraq,0.9,38,0.6,27,71.1,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Italy,1.2,69,1.2,69,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,ITA,EUR,High,9.0,,
Japan,6.0,746,5.6,703,94.2,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Jordan,1.6,18,0.6,7,38.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Kenya,0.4,24,0.2,12,50.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Kosovo,0.6,1,0.6,1,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Kuwait,8.3,38,7.2,33,86.8,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Lao People's Democratic Republic,1.7,13,0.7,5,38.5,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Latvia,1.6,3,1.6,3,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Lebanon,0.2,1,0.2,1,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Lithuania,1.8,5,1.8,5,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,LTU,EUR,High,7.46,,
Luxembourg,7.7,5,7.7,5,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,LUX,EUR,High,5.46,4.74,10.95
Mali,2.9,66,2.9,66,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Malta,24.6,13,24.6,13,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Mauritius,4.7,6,4.7,6,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Myanmar,0.1,4,0.1,4,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Namibia,0.3,1,0.3,1,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Nepal,4.4,130,4.2,125,96.2,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Netherlands (Kingdom of the),4.6,82,4.6,82,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Nigeria,0.0,4,0.0,1,25.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
North Macedonia,1.1,2,0.5,1,50.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Norway,10.6,58,10.6,58,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,NOR,EUR,High,8.14,6.98,17.82
Oman,17.3,82,15.4,73,89.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Pakistan,1.0,249,0.7,164,65.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Peru,1.2,41,1.0,34,82.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Philippines,1.2,140,1.1,126,90.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,PHL,WPR,Lower-middle,5.1,2.13,7.96
Poland,1.5,59,1.3,48,81.4,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,POL,EUR,High,6.68,,
Qatar,9.7,28,6.9,20,71.4,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Republic of Korea,0.9,49,0.9,49,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,KOR,WPR,High,9.72047997,5.97277308,14.410534860000002
Saudi Arabia,1.1,35,1.0,33,94.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
South Africa,11.8,733,10.5,655,89.4,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Sri Lanka,0.8,18,0.7,17,94.4,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Switzerland,11.3,99,10.1,89,89.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Thailand,4.6,327,3.1,221,67.6,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Timor-Leste,5.8,8,4.4,6,75.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Tunisia,1.9,23,1.2,14,60.9,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
T<U+00FC>rkiye,1.0,84,0.8,71,84.5,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Ukraine,0.0,2,0.0,2,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
United Arab Emirates,15.0,154,13.2,135,87.7,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
United Kingdom of Great Britain and Northern Ireland,0.6,38,0.5,36,94.7,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,GBR,EUR,High,11.344549179999998,,
United Republic of Tanzania,0.4,23,0.3,21,91.3,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Zambia,0.1,3,0.1,3,100.0,2022,Bloodstream,Salmonella spp.,Fluoroquinolones,,,,,,
Argentina,35.3,1603,12.7,575,35.9,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Australia,4.5,119,4.3,112,94.1,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Bahrain,7.8,12,7.8,12,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Bangladesh,0.0,3,0.0,3,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Belgium,25.1,292,25.1,292,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Burkina Faso,0.8,18,0.8,18,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Cameroon,0.1,4,0.1,4,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
"China, Hong Kong SAR",0.9,7,0.9,7,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Colombia,7.7,400,7.5,388,97.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Estonia,4.4,6,4.4,6,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,EST,EUR,High,6.943062779999998,,
Eswatini,1.6,2,0.8,1,50.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Ethiopia,0.1,10,0.0,1,10.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Georgia,1.3,5,0.8,3,60.0,2022,Gastrointestinal,Shigella spp.,3GCs,GEO,EUR,Upper-middle,7.37,3.11,10.54
Germany,1.0,88,0.9,76,86.4,2022,Gastrointestinal,Shigella spp.,3GCs,DEU,EUR,High,12.654710770000001,,
Indonesia,0.0,3,0.0,3,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Iran (Islamic Republic of),0.2,15,0.1,13,86.7,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Iraq,0.3,15,0.3,14,93.3,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Italy,0.1,7,0.1,7,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,ITA,EUR,High,9.0,,
Japan,0.1,14,0.1,14,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Jordan,0.3,3,0.2,2,66.7,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Kenya,0.1,7,0.1,7,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Kuwait,1.1,5,1.1,5,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Lao People's Democratic Republic,2.2,17,2.2,17,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Lebanon,1.4,8,1.2,7,87.5,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Liberia,0.4,2,0.4,2,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Lithuania,2.1,6,1.8,5,83.3,2022,Gastrointestinal,Shigella spp.,3GCs,LTU,EUR,High,7.46,,
Malta,17.0,9,9.5,5,55.6,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Namibia,17.3,50,14.9,43,86.0,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Nepal,0.3,9,0.1,3,33.3,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
Norway,13.2,72,13.2,72,100.0,2022,Gastrointestinal,Shigella spp.,3GCs,NOR,EUR,High,8.14,6.98,17.82
Oman,9.5,45,8.0,38,84.4,2022,Gastrointestinal,Shigella spp.,3GCs,,,,,,
